,index,patch_number,name,patch_data,file_path,syx_file,has_fixed_freqs,id,wav_path,inaudible
21,24,25,Echo Toms,"{
    'name': 'Echo Toms',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 1, 1, 0, 0],
    'coarse': [1, 2, 2, 3, 5, 10],
    'fine': [99, 92, 16, 91, 33, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [77, 64, 66, 32, 31, 99],
    'eg_rate': [
		[99, 99, 99, 99, 99, 99],
		[39, 42, 44, 43, 44, 99],
		[21, 22, 23, 0, 21, 48],
		[11, 13, 20, 32, 21, 56]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 0, 99, 99],
		[99, 0, 99, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 6, 0, 0, 5],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,True,24,DX7_YAMAHA/GreyMatter E! Card/7/25_Echo Toms.wav,False
22,25,26,Glassharp,"{
    'name': 'Glassharp',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 1,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [23, 21, 18, 8, 4, 2],
    'fine': [0, 0, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [46, 43, 49, 39, 42, 90],
    'eg_rate': [
		[71, 70, 99, 99, 99, 39],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[24, 25, 99, 24, 27, 37]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 77, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': False,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,False,25,DX7_YAMAHA/GreyMatter E! Card/7/26_Glassharp.wav,False
23,26,27,Glassharp,"{
    'name': 'Glassharp',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 0,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [23, 21, 18, 8, 7, 2],
    'fine': [0, 0, 0, 1, 0, 0],
    'detune': [2, 3, 4, -3, 4, 3],
    'transpose': 0,
    'ol': [46, 43, 49, 58, 50, 99],
    'eg_rate': [
		[71, 70, 99, 99, 99, 85],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[24, 28, 34, 30, 30, 38]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[99, 99, 99, 99, 99, 99],
		[0, 0, 0, 0, 77, 0]
    ],
    'sensitivity': [0, 0, 0, 2, 0, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,False,26,DX7_YAMAHA/GreyMatter E! Card/7/27_Glassharp.wav,False
24,27,28,Gamelan  ,"{
    'name': 'Gamelan  ',
    'modmatrix': [
		[0, 1, 1, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 0, 0, 0, 1],
    'coarse': [1, 3, 0, 2, 1, 0],
    'fine': [44, 26, 75, 0, 99, 12],
    'detune': [0, 0, 7, -3, 7, 0],
    'transpose': 0,
    'ol': [63, 79, 71, 67, 99, 99],
    'eg_rate': [
		[82, 67, 65, 99, 99, 89],
		[86, 99, 80, 99, 76, 99],
		[26, 26, 35, 50, 26, 36],
		[12, 19, 21, 32, 23, 45]
    ],
    'eg_level': [
		[89, 91, 91, 99, 99, 89],
		[99, 99, 99, 99, 72, 99],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 6, 3, 1, 7, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,True,27,DX7_YAMAHA/GreyMatter E! Card/7/28_Gamelan  .wav,False
25,28,29,Gamelan  ,"{
    'name': 'Gamelan  ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 0, 0, 0, 1],
    'coarse': [1, 3, 0, 2, 1, 0],
    'fine': [44, 26, 75, 0, 99, 12],
    'detune': [0, 0, 7, -3, 7, 0],
    'transpose': 0,
    'ol': [63, 79, 71, 67, 99, 99],
    'eg_rate': [
		[82, 67, 65, 99, 99, 89],
		[86, 99, 80, 99, 76, 99],
		[26, 26, 35, 50, 26, 36],
		[12, 19, 21, 32, 23, 45]
    ],
    'eg_level': [
		[89, 91, 91, 99, 99, 89],
		[99, 99, 99, 99, 72, 99],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [5, 6, 3, 1, 7, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,True,28,DX7_YAMAHA/GreyMatter E! Card/7/29_Gamelan  .wav,False
26,29,30,Tomsweep ,"{
    'name': 'Tomsweep ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 1, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [1, 1, 0, 0, 0, 0],
    'coarse': [1, 1, 0, 0, 0, 0],
    'fine': [71, 79, 0, 0, 0, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 0,
    'ol': [99, 96, 67, 99, 72, 99],
    'eg_rate': [
		[99, 99, 99, 99, 99, 95],
		[82, 85, 50, 99, 22, 37],
		[27, 20, 25, 31, 20, 20],
		[25, 28, 48, 32, 11, 22]
    ],
    'eg_level': [
		[96, 91, 99, 99, 97, 99],
		[78, 48, 0, 99, 1, 92],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 0, 0, 1, 0, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,True,29,DX7_YAMAHA/GreyMatter E! Card/7/30_Tomsweep .wav,False
27,30,31,Boingo   ,"{
    'name': 'Boingo   ',
    'modmatrix': [
		[0, 1, 1, 0, 1, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 0, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [1, 1, 1, 1, 1, 0],
    'coarse': [2, 3, 1, 2, 2, 1],
    'fine': [1, 83, 87, 90, 76, 50],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': 5,
    'ol': [73, 68, 52, 60, 45, 99],
    'eg_rate': [
		[99, 82, 99, 99, 99, 99],
		[39, 79, 44, 43, 44, 99],
		[21, 46, 23, 0, 21, 48],
		[11, 13, 20, 32, 21, 47]
    ],
    'eg_level': [
		[99, 56, 99, 99, 99, 99],
		[99, 99, 99, 0, 99, 99],
		[99, 0, 99, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 7, 5, 0, 0, 4],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/7.syx,7.syx,True,30,DX7_YAMAHA/GreyMatter E! Card/7/31_Boingo   .wav,False
28,31,0,Real>Tine,"{
    'name': 'Real>Tine',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 6,
    'fixed_freq': [0, 0, 0, 1, 0, 0],
    'coarse': [0, 0, 0, 2, 6, 1],
    'fine': [0, 0, 99, 0, 0, 0],
    'detune': [7, 0, 0, 0, 0, -1],
    'transpose': 12,
    'ol': [83, 99, 89, 99, 99, 99],
    'eg_rate': [
		[95, 95, 95, 90, 95, 96],
		[29, 20, 45, 60, 35, 25],
		[20, 20, 20, 99, 39, 25],
		[50, 50, 50, 53, 78, 67]
    ],
    'eg_level': [
		[99, 99, 99, 99, 46, 99],
		[95, 95, 98, 0, 22, 75],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 59, 0]
    ],
    'sensitivity': [6, 2, 4, 4, 7, 5],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,31,DX7_YAMAHA/GreyMatter E! Card/5/0_Real>Tine.wav,False
29,33,2,2001 Bell,"{
    'name': '2001 Bell',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 1, 0],
    'feedback': 5,
    'fixed_freq': [1, 0, 0, 0, 0, 1],
    'coarse': [3, 1, 1, 4, 0, 0],
    'fine': [65, 0, 0, 0, 0, 28],
    'detune': [0, 1, -2, -7, -6, 0],
    'transpose': 12,
    'ol': [98, 92, 99, 75, 90, 99],
    'eg_rate': [
		[74, 99, 37, 99, 64, 58],
		[48, 32, 32, 50, 46, 33],
		[50, 24, 24, 17, 0, 20],
		[99, 45, 28, 35, 28, 35]
    ],
    'eg_level': [
		[99, 99, 99, 99, 58, 99],
		[90, 96, 96, 62, 93, 92],
		[0, 92, 92, 80, 98, 84],
		[99, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 2, 2, 0, 2, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,33,DX7_YAMAHA/GreyMatter E! Card/5/2_2001 Bell.wav,False
30,34,3,Wet-comp ,"{
    'name': 'Wet-comp ',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 5,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [1, 1, 14, 1, 2, 1],
    'fine': [0, 0, 1, 0, 1, 0],
    'detune': [7, 2, 0, -3, 0, 3],
    'transpose': 0,
    'ol': [71, 99, 86, 99, 69, 99],
    'eg_rate': [
		[95, 95, 95, 95, 95, 96],
		[29, 20, 69, 20, 50, 25],
		[20, 20, 35, 20, 99, 25],
		[50, 59, 76, 73, 78, 77]
    ],
    'eg_level': [
		[99, 99, 88, 99, 99, 99],
		[81, 95, 46, 95, 99, 75],
		[99, 0, 27, 0, 99, 0],
		[0, 0, 84, 0, 0, 0]
    ],
    'sensitivity': [4, 1, 6, 2, 7, 2],
    'has_fixed_freq': False,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,False,34,DX7_YAMAHA/GreyMatter E! Card/5/3_Wet-comp .wav,False
31,35,4,155Sec.ef,"{
    'name': '155Sec.ef',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 5,
    'fixed_freq': [1, 1, 1, 0, 1, 1],
    'coarse': [2, 1, 1, 25, 1, 0],
    'fine': [41, 55, 78, 7, 6, 38],
    'detune': [0, 0, 0, 2, 0, 0],
    'transpose': -24,
    'ol': [99, 94, 99, 80, 99, 99],
    'eg_rate': [
		[0, 0, 0, 0, 99, 67],
		[1, 19, 99, 18, 99, 99],
		[99, 8, 4, 24, 20, 85],
		[3, 13, 13, 1, 3, 5]
    ],
    'eg_level': [
		[99, 58, 99, 99, 99, 99],
		[0, 0, 99, 99, 99, 99],
		[99, 99, 99, 0, 99, 99],
		[9, 0, 0, 61, 43, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,35,DX7_YAMAHA/GreyMatter E! Card/5/4_155Sec.ef.wav,False
32,36,5,Lyle's II,"{
    'name': ""Lyle's II"",
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 1, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [4, 1, 2, 1, 4, 1],
    'fine': [45, 0, 0, 1, 1, 0],
    'detune': [0, -2, -5, -4, -3, 5],
    'transpose': 0,
    'ol': [76, 96, 81, 97, 67, 97],
    'eg_rate': [
		[99, 63, 99, 68, 48, 68],
		[78, 73, 53, 73, 50, 73],
		[50, 52, 21, 28, 21, 28],
		[82, 62, 35, 42, 48, 50]
    ],
    'eg_level': [
		[83, 99, 96, 99, 96, 99],
		[85, 99, 89, 99, 98, 99],
		[0, 94, 80, 92, 99, 92],
		[87, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [4, 1, 2, 1, 3, 1],
    'has_fixed_freq': False,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,False,36,DX7_YAMAHA/GreyMatter E! Card/5/5_Lyle's II.wav,False
33,37,6,Orch.Powe,"{
    'name': 'Orch.Powe',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 0, 0, 0],
    'coarse': [9, 7, 0, 1, 0, 0],
    'fine': [1, 7, 0, 0, 0, 0],
    'detune': [-5, 4, 1, 0, -2, 6],
    'transpose': 0,
    'ol': [60, 57, 99, 91, 87, 99],
    'eg_rate': [
		[71, 95, 99, 47, 71, 89],
		[29, 98, 86, 6, 26, 99],
		[16, 11, 14, 22, 99, 99],
		[31, 99, 30, 45, 21, 47]
    ],
    'eg_level': [
		[99, 99, 99, 99, 93, 99],
		[32, 29, 92, 97, 90, 99],
		[66, 89, 95, 94, 90, 99],
		[0, 94, 0, 0, 0, 0]
    ],
    'sensitivity': [3, 7, 3, 1, 3, 5],
    'has_fixed_freq': False,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,False,37,DX7_YAMAHA/GreyMatter E! Card/5/6_Orch.Powe.wav,False
34,38,7,Titeguita,"{
    'name': 'Titeguita',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [1, 0, 0, 0, 0, 1],
    'coarse': [3, 5, 3, 1, 11, 2],
    'fine': [69, 0, 0, 0, 21, 10],
    'detune': [0, 0, -2, 0, 2, 0],
    'transpose': -12,
    'ol': [79, 64, 70, 99, 99, 99],
    'eg_rate': [
		[78, 74, 71, 71, 99, 75],
		[51, 25, 16, 42, 38, 59],
		[32, 24, 24, 24, 44, 24],
		[46, 99, 35, 50, 64, 59]
    ],
    'eg_level': [
		[99, 99, 99, 99, 0, 99],
		[71, 63, 27, 90, 0, 27],
		[0, 0, 51, 0, 0, 0],
		[90, 99, 0, 0, 99, 0]
    ],
    'sensitivity': [3, 2, 1, 6, 0, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,38,DX7_YAMAHA/GreyMatter E! Card/5/7_Titeguita.wav,False
35,39,8,SUMMER II,"{
    'name': 'SUMMER II',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 5,
    'fixed_freq': [0, 1, 0, 0, 0, 0],
    'coarse': [1, 0, 4, 2, 2, 2],
    'fine': [99, 6, 0, 0, 1, 0],
    'detune': [0, 0, -5, 3, -3, 1],
    'transpose': -24,
    'ol': [81, 75, 69, 99, 82, 99],
    'eg_rate': [
		[53, 99, 61, 67, 77, 66],
		[42, 49, 30, 7, 11, 11],
		[50, 55, 0, 9, 7, 11],
		[32, 34, 33, 42, 26, 41]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[99, 95, 98, 97, 98, 97],
		[99, 92, 90, 86, 97, 86],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 2, 0, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,39,DX7_YAMAHA/GreyMatter E! Card/5/8_SUMMER II.wav,False
36,40,9,HoJo b...,"{
    'name': 'HoJo b...',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 0, 1, 0, 1],
    'coarse': [2, 5, 1, 0, 1, 0],
    'fine': [0, 0, 0, 0, 0, 4],
    'detune': [2, 0, 0, 0, -7, 0],
    'transpose': -12,
    'ol': [75, 60, 89, 99, 90, 99],
    'eg_rate': [
		[99, 99, 71, 75, 70, 70],
		[27, 13, 25, 50, 49, 53],
		[60, 60, 20, 25, 25, 14],
		[53, 53, 53, 54, 33, 54]
    ],
    'eg_level': [
		[99, 98, 98, 99, 98, 98],
		[0, 82, 47, 92, 93, 99],
		[0, 85, 87, 94, 86, 97],
		[0, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 3, 3, 2, 3, 2],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,40,DX7_YAMAHA/GreyMatter E! Card/5/9_HoJo b....wav,False
37,41,10,YES-TALK.,"{
    'name': 'YES-TALK.',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 6,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [3, 3, 0, 3, 3, 0],
    'fine': [99, 43, 0, 39, 40, 3],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -24,
    'ol': [98, 99, 94, 70, 99, 99],
    'eg_rate': [
		[99, 99, 99, 99, 48, 99],
		[99, 32, 60, 99, 21, 29],
		[99, 50, 50, 99, 58, 48],
		[2, 0, 57, 99, 99, 99]
    ],
    'eg_level': [
		[99, 99, 55, 99, 99, 99],
		[99, 99, 0, 99, 99, 99],
		[99, 0, 99, 99, 99, 0],
		[99, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,41,DX7_YAMAHA/GreyMatter E! Card/5/10_YES-TALK..wav,False
38,42,11,-A- TALK.,"{
    'name': '-A- TALK.',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 6,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [3, 3, 0, 3, 3, 0],
    'fine': [60, 32, 0, 38, 39, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -24,
    'ol': [0, 0, 0, 70, 99, 99],
    'eg_rate': [
		[99, 99, 99, 99, 60, 53],
		[99, 32, 59, 99, 99, 99],
		[99, 50, 50, 99, 29, 51],
		[2, 0, 57, 99, 99, 99]
    ],
    'eg_level': [
		[99, 99, 55, 99, 99, 99],
		[99, 99, 0, 99, 99, 99],
		[99, 0, 99, 99, 99, 0],
		[99, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,42,DX7_YAMAHA/GreyMatter E! Card/5/11_-A- TALK..wav,False
39,44,13,YAMATALK-,"{
    'name': 'YAMATALK-',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 0,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [0, 1, 0, 3, 3, 0],
    'fine': [0, 67, 0, 37, 39, 3],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -24,
    'ol': [87, 91, 67, 70, 99, 90],
    'eg_rate': [
		[99, 99, 71, 99, 65, 60],
		[99, 98, 99, 99, 21, 29],
		[3, 48, 50, 99, 58, 48],
		[2, 0, 57, 99, 99, 99]
    ],
    'eg_level': [
		[99, 99, 99, 99, 99, 99],
		[88, 99, 99, 99, 99, 99],
		[0, 0, 0, 99, 99, 0],
		[99, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,44,DX7_YAMAHA/GreyMatter E! Card/5/13_YAMATALK-.wav,False
40,45,14,YAMATALK-,"{
    'name': 'YAMATALK-',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 0, 1, 0, 0, 0],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 1, 0],
		[0, 0, 0, 0, 0, 1],
		[0, 0, 0, 0, 0, 1]
    ],
    'outmatrix': [1, 0, 0, 1, 0, 0],
    'feedback': 6,
    'fixed_freq': [1, 1, 1, 1, 1, 1],
    'coarse': [3, 3, 0, 3, 3, 0],
    'fine': [62, 22, 0, 49, 16, 0],
    'detune': [0, 0, 0, 0, 0, 0],
    'transpose': -24,
    'ol': [0, 0, 0, 62, 99, 92],
    'eg_rate': [
		[99, 99, 99, 99, 60, 53],
		[99, 32, 59, 99, 99, 99],
		[99, 50, 50, 99, 29, 55],
		[2, 0, 57, 99, 99, 99]
    ],
    'eg_level': [
		[99, 99, 55, 99, 99, 99],
		[99, 99, 0, 99, 99, 99],
		[99, 0, 99, 99, 99, 0],
		[99, 0, 0, 0, 0, 0]
    ],
    'sensitivity': [0, 0, 0, 0, 0, 0],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,45,DX7_YAMAHA/GreyMatter E! Card/5/14_YAMATALK-.wav,False
41,47,16,WarmKS1..,"{
    'name': 'WarmKS1..',
    'modmatrix': [
		[0, 1, 0, 0, 0, 0],
		[0, 1, 0, 0, 0, 0],
		[0, 0, 0, 1, 0, 0],
		[0, 0, 0, 0, 1, 1],
		[0, 0, 0, 0, 0, 0],
		[0, 0, 0, 0, 0, 0]
    ],
    'outmatrix': [1, 0, 1, 0, 0, 0],
    'feedback': 7,
    'fixed_freq': [0, 0, 1, 0, 0, 1],
    'coarse': [3, 1, 0, 1, 1, 0],
    'fine': [0, 0, 47, 0, 0, 28],
    'detune': [6, 6, 0, -5, -6, 0],
    'transpose': 0,
    'ol': [64, 79, 77, 99, 76, 94],
    'eg_rate': [
		[84, 84, 84, 37, 44, 56],
		[36, 36, 36, 12, 36, 35],
		[10, 10, 10, 10, 10, 10],
		[0, 0, 0, 42, 34, 43]
    ],
    'eg_level': [
		[99, 99, 99, 96, 99, 99],
		[99, 99, 99, 94, 99, 99],
		[95, 95, 99, 94, 99, 99],
		[8, 7, 0, 0, 0, 0]
    ],
    'sensitivity': [1, 1, 1, 2, 1, 1],
    'has_fixed_freq': True,
}",DX7_YAMAHA/GreyMatter E! Card/5.syx,5.syx,True,47,DX7_YAMAHA/GreyMatter E! Card/5/16_WarmKS1...wav,False
