,id,wav_path,name,caption
595,649,DX7_YAMAHA/VRC Voice ROMs/vrc103b/27_PIPE ORG..wav,PIPE ORG.,"Pipe organ, which has a full, resonant timbre and a slow attack with a long sustain."
596,651,DX7_YAMAHA/VRC Voice ROMs/vrc103b/29_PIPE ORG..wav,PIPE ORG.,"Organ, which has a full, resonant timbre with an immediate attack and a sustained, continuous sound."
597,652,DX7_YAMAHA/VRC Voice ROMs/vrc103b/30_PIPE ORG..wav,PIPE ORG.,"Organ, which has a full, sustained timbre with a rapid, non-percussive attack and an immediate release."
598,653,DX7_YAMAHA/VRC Voice ROMs/vrc103b/31_PIPE ORG..wav,PIPE ORG.,"pipe organ, which has a rich, sustained timbre with a slow, gradual attack and release."
599,654,DX7_YAMAHA/VRC Voice ROMs/vrc101b/0_E.BASS   .wav,E.BASS   ,"Electric bass, which has a deep, round timbre with a soft attack and a relatively long sustain."
600,655,DX7_YAMAHA/VRC Voice ROMs/vrc101b/1_E.BASS   .wav,E.BASS   ,"Electric bass, which has a full, resonant timbre with a percussive attack and a relatively quick, natural decay."
601,656,DX7_YAMAHA/VRC Voice ROMs/vrc101b/2_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep, resonant timbre with a quick, punchy attack and a long, sustained decay."
602,657,DX7_YAMAHA/VRC Voice ROMs/vrc101b/3_SYN.BASS .wav,SYN.BASS ,"Electric bass, which has a full, deep timbre with a strong, punchy attack and a relatively quick decay."
603,658,DX7_YAMAHA/VRC Voice ROMs/vrc101b/4_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which produces a clean, resonant tone with a punchy attack and a relatively short, controlled release."
604,659,DX7_YAMAHA/VRC Voice ROMs/vrc101b/5_SYN.BASS .wav,SYN.BASS ,"Electronic bass instrument, which has a deep, resonant timbre with a gentle attack and a sustained, slightly decaying release."
605,660,DX7_YAMAHA/VRC Voice ROMs/vrc101b/6_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep, resonant timbre and a sustained envelope with a slow, lingering decay."
606,661,DX7_YAMAHA/VRC Voice ROMs/vrc101b/7_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep, warm, and somewhat resonant timbre with a moderate attack and sustained decay."
607,663,DX7_YAMAHA/VRC Voice ROMs/vrc101b/9_W.BASS   .wav,W.BASS   ,"Electronic bass, which has a warm, resonant, and slightly modulated timbre with a gentle attack and long sustain."
608,664,DX7_YAMAHA/VRC Voice ROMs/vrc101b/10_W.BASS   .wav,W.BASS   ,"Bass, which has a deep, resonant timbre with a moderately quick attack and a long, smooth decay."
609,665,DX7_YAMAHA/VRC Voice ROMs/vrc101b/11_W.BASS   .wav,W.BASS   ,"Electronic bass, which has a deep, gritty timbre with a sharp attack and a noticeable pitch wobble that decays relatively quickly."
610,666,DX7_YAMAHA/VRC Voice ROMs/vrc101b/12_ZITAR    .wav,ZITAR    ,"Plucked string instrument, it has a bright, resonant timbre with a sharp attack and a long, ringing decay."
611,667,DX7_YAMAHA/VRC Voice ROMs/vrc101b/13_ZIMBALONE.wav,ZIMBALONE,"String instrument, which has a bright, resonant, and percussive timbre with a sharp attack and a moderate decay."
612,668,DX7_YAMAHA/VRC Voice ROMs/vrc101b/14_BAMBOO MA.wav,BAMBOO MA,"Pitched percussion instrument, which features a sharp, percussive attack and a clean, resonant timbre with a moderate decay."
613,669,DX7_YAMAHA/VRC Voice ROMs/vrc101b/15_KARIMBA  .wav,KARIMBA  ,"Kalimba, which has a bright, plucked timbre with a percussive attack and a clear, resonant decay."
614,670,DX7_YAMAHA/VRC Voice ROMs/vrc101b/16_MANDOLIN .wav,MANDOLIN ,"Mandolin, which has a bright, plucked timbre with a very quick attack and rapid decay."
615,671,DX7_YAMAHA/VRC Voice ROMs/vrc101b/17_MANDOLIN .wav,MANDOLIN ,"Mandolin, which has a bright, percussive timbre with a rapid attack and a quick decay."
616,672,DX7_YAMAHA/VRC Voice ROMs/vrc101b/18_SITAR    .wav,SITAR    ,"Sitar, which has a bright, buzzing timbre with a rapid attack and a resonant sustain."
617,673,DX7_YAMAHA/VRC Voice ROMs/vrc101b/19_BANJO    .wav,BANJO    ,"Banjo, which has a bright, plucky timbre with a rapid attack and a quick decay, and features a noticeable vibrato."
618,675,DX7_YAMAHA/VRC Voice ROMs/vrc101b/21_CHALANGO .wav,CHALANGO ,"Plucked electronic instrument, which has a bright, metallic, and bell-like timbre with a quick attack and a long, resonant decay."
619,678,DX7_YAMAHA/VRC Voice ROMs/vrc101b/24_VIB.    1.wav,VIB.    1,"Vibraphone, which features a bright, metallic timbre and a percussive envelope with a distinct attack and a ringing, decaying sustain."
620,679,DX7_YAMAHA/VRC Voice ROMs/vrc101b/25_VIB.    2.wav,VIB.    2,"Vibraphone, which has a bright, metallic timbre with a clear attack and a natural, ringing decay."
621,680,DX7_YAMAHA/VRC Voice ROMs/vrc101b/26_GLOCKEN  .wav,GLOCKEN  ,"Glockenspiel, which is bright and metallic with a percussive attack and a clear, fading sustain."
622,681,DX7_YAMAHA/VRC Voice ROMs/vrc101b/27_GLOCKEN  .wav,GLOCKEN  ,"Glockenspiel, which has a bright, clear, and metallic timbre with a percussive attack and a resonating decay."
623,682,DX7_YAMAHA/VRC Voice ROMs/vrc101b/28_XYLOPHONE.wav,XYLOPHONE,"Xylophone, which has a bright, sharp timbre with an immediate attack and a very fast decay."
624,683,DX7_YAMAHA/VRC Voice ROMs/vrc101b/29_MARIMBA  .wav,MARIMBA  ,"Mallet percussion, which has a clear, woody timbre and a percussive envelope characterized by a sharp attack and quick decay."
625,684,DX7_YAMAHA/VRC Voice ROMs/vrc101b/30_HANDBELL .wav,HANDBELL ,"Handbell, it has a bright, metallic timbre with a quick attack and a long, resonant decay."
626,685,DX7_YAMAHA/VRC Voice ROMs/vrc101b/31_HANDBELL .wav,HANDBELL ,"Handbell, which has a bright, metallic timbre with a clear attack and a sustained, ringing decay."
627,686,DX7_YAMAHA/VRC Voice ROMs/vrc106b/0_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep, round timbre with a distinct, punchy attack and moderate sustain."
628,687,DX7_YAMAHA/VRC Voice ROMs/vrc106b/1_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep and resonant timbre with a punchy attack and a relatively quick decay."
629,688,DX7_YAMAHA/VRC Voice ROMs/vrc106b/2_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a clean, full timbre and a relatively quick attack followed by a sustained decay."
630,689,DX7_YAMAHA/VRC Voice ROMs/vrc106b/3_SYN.BASS1.wav,SYN.BASS1,"Bass, which has a deep, gritty timbre with a sharp attack and a sustained, resonant decay."
631,690,DX7_YAMAHA/VRC Voice ROMs/vrc106b/4_SYN. VOX .wav,SYN. VOX ,"Vocal pad, which has a warm, airy timbre and a slow attack and release, creating a sustained, ethereal quality."
632,691,DX7_YAMAHA/VRC Voice ROMs/vrc106b/5_SYN. VOX .wav,SYN. VOX ,"Voice pad, which has a warm, ethereal timbre and a slow attack with a long, sustained release."
633,692,DX7_YAMAHA/VRC Voice ROMs/vrc106b/6_SYN. VOX .wav,SYN. VOX ,"Choir, which has a warm, ethereal timbre and a slow, pad-like envelope."
634,693,DX7_YAMAHA/VRC Voice ROMs/vrc106b/7_SYN. VOX .wav,SYN. VOX ,"Electronic choir, which has a warm, airy, and vocal-like timbre with a soft attack and a long, fading release."
635,694,DX7_YAMAHA/VRC Voice ROMs/vrc106b/8_SYN. VOX .wav,SYN. VOX ,"Choir sound, which has a warm, airy timbre with a slow attack and long sustain, creating a soft, evolving choral texture."
636,695,DX7_YAMAHA/VRC Voice ROMs/vrc106b/9_SYN. VOX .wav,SYN. VOX ,"Vocal sound, which possesses a warm, airy timbre and a gradual envelope with a slow attack and decay, resulting in a sustained, swelling character."
637,696,DX7_YAMAHA/VRC Voice ROMs/vrc106b/10_SYN.ORG. .wav,SYN.ORG. ,"Organ, which features a bright, full timbre and a sustained envelope with a relatively quick attack and long release."
638,697,DX7_YAMAHA/VRC Voice ROMs/vrc106b/11_SYN.ORG. .wav,SYN.ORG. ,"Organ, which has a reedy, sustained timbre with a soft attack and slow release, reminiscent of a pipe organ."
639,698,DX7_YAMAHA/VRC Voice ROMs/vrc106b/12_SYN.ORG. .wav,SYN.ORG. ,"Organ, which has a bright, reedy timbre with a gradual attack and a long, smooth decay."
640,699,DX7_YAMAHA/VRC Voice ROMs/vrc106b/13_SYN.ORG. .wav,SYN.ORG. ,"Organ, which has a full and sustained timbre with a smooth attack and a consistent presence, characteristic of an electronic organ."
641,700,DX7_YAMAHA/VRC Voice ROMs/vrc106b/14_SYN.ORG. .wav,SYN.ORG. ,"Organ, which has a rich, mellow timbre with a slow attack and a long, sustained release."
642,701,DX7_YAMAHA/VRC Voice ROMs/vrc106b/15_SYN.ORG. .wav,SYN.ORG. ,"Electronic organ, which has a bright, sustained timbre with a slow attack and a long release, reminiscent of a pipe organ."
643,702,DX7_YAMAHA/VRC Voice ROMs/vrc106b/16_SYN.MARIM.wav,SYN.MARIM,"Marimba, which has a bright, woody timbre with a sharp, percussive attack and a rapid decay."
644,703,DX7_YAMAHA/VRC Voice ROMs/vrc106b/17_SYN.CLAVI.wav,SYN.CLAVI,"Electronic clavichord, which has a bright, somewhat metallic timbre with a sharp, percussive attack and a relatively quick decay."
645,704,DX7_YAMAHA/VRC Voice ROMs/vrc106b/18_SYN.HARMO.wav,SYN.HARMO,"Electronic harmonic instrument, which has a bright and rich timbre with a gradual attack and a long, ethereal sustain."
646,706,DX7_YAMAHA/VRC Voice ROMs/vrc106b/20_SYN.CHIM..wav,SYN.CHIM.,"Chimes, which have a bright, metallic timbre with a clear percussive attack and a moderate decay."
647,707,DX7_YAMAHA/VRC Voice ROMs/vrc106b/21_SYN.CHIM..wav,SYN.CHIM.,"Chime, which has a bright, metallic timbre with a sharp, percussive attack and a resonant, lingering decay."
648,708,DX7_YAMAHA/VRC Voice ROMs/vrc106b/22_SYN.S.DRU.wav,SYN.S.DRU,"Electronic percussion, which has a bright, bell-like timbre and a very short, percussive envelope."
649,710,DX7_YAMAHA/VRC Voice ROMs/vrc106b/24_SYN.GUITA.wav,SYN.GUITA,"Electronic lead guitar, which has a bright, metallic, and slightly gritty timbre, characterized by a sharp attack, long sustain, and prominent initial pitch bends."
650,712,DX7_YAMAHA/VRC Voice ROMs/vrc106b/26_SYN.XYLOP.wav,SYN.XYLOP,"Xylophone, it produces a clear, percussive tone with a quick attack and a short, resonant decay."
651,713,DX7_YAMAHA/VRC Voice ROMs/vrc106b/27_SYN.SITAR.wav,SYN.SITAR,"Sitar, which has a bright, resonant timbre with a metallic, buzzing quality and a moderate decay."
652,715,DX7_YAMAHA/VRC Voice ROMs/vrc106b/29_SYN.GLOC..wav,SYN.GLOC.,"Glockenspiel, which has a bright, metallic timbre and a slowly decaying envelope."
653,716,DX7_YAMAHA/VRC Voice ROMs/vrc106b/30_SYN.GLOC..wav,SYN.GLOC.,"Glockenspiel-like sound, which possesses a bright, metallic timbre and a sharp attack followed by a relatively quick, resonant decay."
654,717,DX7_YAMAHA/VRC Voice ROMs/vrc106b/31_SYN.GLOC..wav,SYN.GLOC.,"Glockenspiel, which possesses a bright, metallic timbre characterized by a sharp, percussive attack and a resonating, slow decay."
655,718,DX7_YAMAHA/VRC Voice ROMs/vrc109a/0_DX-PIANO .wav,DX-PIANO ,"Electric piano, which has a bright and percussive timbre with a bell-like quality, characterized by a quick attack and a moderately fast decay."
656,719,DX7_YAMAHA/VRC Voice ROMs/vrc109a/1_DX-CP    .wav,DX-CP    ,"Electric piano, which has a bright, bell-like timbre and a smooth, sustained decay."
657,720,DX7_YAMAHA/VRC Voice ROMs/vrc109a/2_METAL PNO.wav,METAL PNO,"Metallic piano, which has a bright, percussive timbre with a sharp attack and a relatively quick decay."
658,721,DX7_YAMAHA/VRC Voice ROMs/vrc109a/3_CEMBABELL.wav,CEMBABELL,"Bell-like keyboard instrument, which features a bright, metallic timbre characterized by a sharp, percussive attack and a long, resonant sustain."
659,723,DX7_YAMAHA/VRC Voice ROMs/vrc109a/5_CLATRON  .wav,CLATRON  ,"Electronic plucked instrument, which produces a bright, somewhat metallic timbre with a fast attack and a rapid, percussive decay."
660,724,DX7_YAMAHA/VRC Voice ROMs/vrc109a/6_GLAVINET .wav,GLAVINET ,"Clarinet, which has a warm, reedy timbre with a distinct, slightly wavering attack that leads into a sustained, vocalic tone."
661,725,DX7_YAMAHA/VRC Voice ROMs/vrc109a/7_ORGAN.B-5.wav,ORGAN.B-5,"Organ, which has a full, resonant timbre with an immediate attack and a long, sustained release."
662,726,DX7_YAMAHA/VRC Voice ROMs/vrc109a/8_ORGAN B-2.wav,ORGAN B-2,"Organ, which has a rich and full timbre, with a relatively fast attack and a long, sustained release."
663,727,DX7_YAMAHA/VRC Voice ROMs/vrc109a/9_ORGATORON.wav,ORGATORON,"Organ, which has a bright, reedy timbre with a quick, percussive attack and a long sustain."
664,728,DX7_YAMAHA/VRC Voice ROMs/vrc109a/10_SYNTH.BEL.wav,SYNTH.BEL,"Bell, which has a bright, metallic timbre with a quick attack and a long, resonant decay."
665,729,DX7_YAMAHA/VRC Voice ROMs/vrc109a/11_GLASSPHON.wav,GLASSPHON,"Glass instrument, which produces a clear, resonant timbre with a soft attack and a long, sustained decay."
666,730,DX7_YAMAHA/VRC Voice ROMs/vrc109a/12_METAL-GLO.wav,METAL-GLO,"Metallic chimes, which have a bright, resonant, and somewhat glassy timbre with a sharp, percussive attack and a shimmering decay."
667,731,DX7_YAMAHA/VRC Voice ROMs/vrc109a/13_SYN.HARP .wav,SYN.HARP ,"Harp-like sound, which has a bright, percussive timbre with a bell-like quality and a rapid decay."
668,732,DX7_YAMAHA/VRC Voice ROMs/vrc109a/14_GLOCK-BOX.wav,GLOCK-BOX,"Glockenspiel, which has a bright, clear, and bell-like timbre with a percussive attack and a moderate, decaying sustain."
669,733,DX7_YAMAHA/VRC Voice ROMs/vrc109a/15_SYNTH CLI.wav,SYNTH CLI,"Chime, which has a bright and clear timbre with a very fast attack and a rapid, ringing decay."
670,735,DX7_YAMAHA/VRC Voice ROMs/vrc109a/17_BELLCHIME.wav,BELLCHIME,"Chime, which features a bright, metallic timbre characterized by a sharp, percussive attack and a long, ringing decay."
671,737,DX7_YAMAHA/VRC Voice ROMs/vrc109a/19_XYLO-HARP.wav,XYLO-HARP,"Percussive string instrument, which has a bright and clear timbre with a fast attack and a moderate decay, giving it a resonant, chime-like quality."
672,738,DX7_YAMAHA/VRC Voice ROMs/vrc109a/20_METARIMBA.wav,METARIMBA,"Metallic marimba, which has a bright, resonant, and somewhat metallic timbre with a sharp attack and a relatively quick decay."
673,740,DX7_YAMAHA/VRC Voice ROMs/vrc109a/22_8VER-GUIT.wav,8VER-GUIT,"Guitar pad, its timbre has a bright, shimmering, and metallic quality, with a slow attack and a long, smooth decay, creating an evolving, ambient texture."
674,741,DX7_YAMAHA/VRC Voice ROMs/vrc109a/23_CLAGUITAR.wav,CLAGUITAR,"Plucked string sound, which has a bright, clean, and somewhat resonant timbre with a sharp attack and a moderate decay."
675,742,DX7_YAMAHA/VRC Voice ROMs/vrc109a/24_SAMP.CONG.wav,SAMP.CONG,"Conga drum, which has a resonant, woody timbre with a percussive envelope characterized by a sharp attack and rapid decay."
676,744,DX7_YAMAHA/VRC Voice ROMs/vrc109a/26_PICKIN-W..wav,PICKIN-W.,"Guitar, which has a bright, percussive attack and a relatively quick decay."
677,745,DX7_YAMAHA/VRC Voice ROMs/vrc109a/27_METALBASS.wav,METALBASS,"Bass, which has a distinct metallic timbre with a sharp, percussive attack and a slowly decaying resonance."
678,746,DX7_YAMAHA/VRC Voice ROMs/vrc109a/28_IRON BASS.wav,IRON BASS,"electronic bass, which possesses a dark, resonant, and slightly metallic timbre with a sharp attack and a long, sustained decay."
679,747,DX7_YAMAHA/VRC Voice ROMs/vrc109a/29_CLIC-BASS.wav,CLIC-BASS,"Electronic bass, which has a prominent percussive transient and a deep, resonant timbre that quickly decays."
680,748,DX7_YAMAHA/VRC Voice ROMs/vrc109a/30_SYN.BASS .wav,SYN.BASS ,"Bass, which has a deep and resonant timbre and a very long, drawn-out release."
681,749,DX7_YAMAHA/VRC Voice ROMs/vrc109a/31_SYN.BASS .wav,SYN.BASS ,"Electronic bass, which has a deep, clear timbre with a fast attack and a moderately short decay."
682,750,DX7_YAMAHA/VRC Voice ROMs/vrc112b/0_OPENING  .wav,OPENING  ,"Pad, which features a deep, evolving timbre that gradually swells and shifts, creating a vast and immersive atmospheric texture."
683,751,DX7_YAMAHA/VRC Voice ROMs/vrc112b/1_HITPAD 1 .wav,HITPAD 1 ,"Percussive pad, which has a clear, resonant timbre with a sharp attack and a moderate, fading sustain."
684,752,DX7_YAMAHA/VRC Voice ROMs/vrc112b/2_HITPAD 2 .wav,HITPAD 2 ,"Percussive pad, which has a sharp, bright, and somewhat glassy attack that fades into a sustained, airy timbre with a long release."
685,753,DX7_YAMAHA/VRC Voice ROMs/vrc112b/3_CLICK BAS.wav,CLICK BAS,"Electronic bass, which features a sharp, percussive attack and a very rapid decay."
686,755,DX7_YAMAHA/VRC Voice ROMs/vrc112b/5_MUTE BASS.wav,MUTE BASS,"Electric bass, which has a deep, warm, and muted timbre with a quick decay."
687,756,DX7_YAMAHA/VRC Voice ROMs/vrc112b/6_PICKED GT.wav,PICKED GT,"Guitar, which has a bright, percussive timbre with a very fast attack and rapid decay."
688,757,DX7_YAMAHA/VRC Voice ROMs/vrc112b/7_MUTELUTE .wav,MUTELUTE ,"Lute, which has a clean, muted timbre and a rapid decay."
689,758,DX7_YAMAHA/VRC Voice ROMs/vrc112b/8_THE DUCK .wav,THE DUCK ,"Electronic sound, which has a sharp attack and a distinct, rapid filter modulation creating a resonant, ""quacking"" timbre."
690,759,DX7_YAMAHA/VRC Voice ROMs/vrc112b/9_BOULOUGNE.wav,BOULOUGNE,"Chime, which has a bright, resonant timbre and a long, smooth decay."
691,760,DX7_YAMAHA/VRC Voice ROMs/vrc112b/10_VIBE-COIN.wav,VIBE-COIN,"Vibraphone, which has a bright, ringing metallic timbre with a sharp, percussive attack and a long, resonant decay."
692,761,DX7_YAMAHA/VRC Voice ROMs/vrc112b/11_AIR-XYL. .wav,AIR-XYL. ,"Mallet percussion, which has a bright, resonant timbre and a percussive envelope with a sharp attack and moderate decay."
693,762,DX7_YAMAHA/VRC Voice ROMs/vrc112b/12_PEKINGREE.wav,PEKINGREE,"Plucked string instrument, which has a bright, resonant timbre with a relatively soft attack and a long, smooth decay."
694,763,DX7_YAMAHA/VRC Voice ROMs/vrc112b/13_CROSSING .wav,CROSSING ,"Pad, which has a slightly metallic and glassy timbre that slowly evolves, featuring a gradual attack and a long, smooth decay."
695,764,DX7_YAMAHA/VRC Voice ROMs/vrc112b/14_DUTWAH   .wav,DUTWAH   ,"Pad, which has a bright, ethereal, and bell-like timbre with a gentle attack and a prolonged, smooth decay."
696,765,DX7_YAMAHA/VRC Voice ROMs/vrc112b/15_REGGAE   .wav,REGGAE   ,"Electric organ, which has a bright, reedy timbre and a very percussive, short envelope."
697,766,DX7_YAMAHA/VRC Voice ROMs/vrc112b/16_WOOD GONG.wav,WOOD GONG,"Percussion instrument, which has a resonant, percussive timbre with a sharp, woody attack and a long, ringing decay."
698,768,DX7_YAMAHA/VRC Voice ROMs/vrc112b/18_WOOD GONG.wav,WOOD GONG,"Gong, which has a bright, clear attack and a resonant, metallic-woody timbre that decays naturally."
699,769,DX7_YAMAHA/VRC Voice ROMs/vrc112b/19_HEXAGON 1.wav,HEXAGON 1,"Electronic bell, which has a bright, somewhat metallic timbre with a very fast attack and a rapid decay."
700,770,DX7_YAMAHA/VRC Voice ROMs/vrc112b/20_HEXAGON 2.wav,HEXAGON 2,"Digital bell, which has a bright, clear, and somewhat metallic timbre with a very fast, percussive attack and a quick decay."
701,771,DX7_YAMAHA/VRC Voice ROMs/vrc112b/21_HEXAGON 3.wav,HEXAGON 3,"Electronic bell, which has a bright, metallic timbre and a sharp, percussive attack followed by a moderate decay."
702,772,DX7_YAMAHA/VRC Voice ROMs/vrc112b/22_HEXA-B-DR.wav,HEXA-B-DR,"Mallet percussion, which has a bright, resonant timbre with a very sharp attack and a rapid, percussive decay."
703,773,DX7_YAMAHA/VRC Voice ROMs/vrc112b/23_HEXA-GLAS.wav,HEXA-GLAS,"Glassy bell, which has a bright, resonant timbre with a percussive attack and a long, clear decay."
704,775,DX7_YAMAHA/VRC Voice ROMs/vrc112b/25_OLDIES   .wav,OLDIES   ,"Organ, which has a bright and somewhat airy timbre, with a slow attack and decay that creates a sustained, swelling quality."
705,776,DX7_YAMAHA/VRC Voice ROMs/vrc112b/26_MUSIC BOX.wav,MUSIC BOX,"Music box, which has a bright, delicate timbre with a sharp, percussive attack and a gentle, ringing decay."
706,777,DX7_YAMAHA/VRC Voice ROMs/vrc112b/27_EG BIAS  .wav,EG BIAS  ,"Electronic pad, which features a prominent filter sweep that gradually brightens the timbre from a dark, mellow tone to a reedy, buzzing quality, while maintaining a smooth and sustained envelope."
707,778,DX7_YAMAHA/VRC Voice ROMs/vrc112b/28_NERVYHORN.wav,NERVYHORN,"Horn, which has a bright, slightly buzzy timbre and a sharp, percussive attack followed by a relatively quick decay."
708,779,DX7_YAMAHA/VRC Voice ROMs/vrc112b/29_HAMMER   .wav,HAMMER   ,"Mallet percussion, which has a bright, clear timbre with a very fast, sharp attack and a quick, ringing decay."
709,780,DX7_YAMAHA/VRC Voice ROMs/vrc112b/30_TEQUILA  .wav,TEQUILA  ,"Percussive bell, which has a sharp, bright attack and a rapid, clear decay."
710,782,DX7_YAMAHA/VRC Voice ROMs/vrc111b/0_NogoKoto1.wav,NogoKoto1,"Koto, which has a bright, resonant timbre and a percussive attack with a rapid decay."
711,783,DX7_YAMAHA/VRC Voice ROMs/vrc111b/1_DigiTar 1.wav,DigiTar 1,"Digital guitar, which has a bright and clean timbre with a quick attack and a long, ringing sustain."
712,784,DX7_YAMAHA/VRC Voice ROMs/vrc111b/2_SoftElPno.wav,SoftElPno,"Electric piano, which has a soft, mellow timbre and a gentle, gradual attack."
713,785,DX7_YAMAHA/VRC Voice ROMs/vrc111b/3_Fuhppps!2.wav,Fuhppps!2,"Electronic bell, which has a bright, metallic timbre that evolves with a vowel-like resonance during its long, ringing decay."
714,786,DX7_YAMAHA/VRC Voice ROMs/vrc111b/4_DblReed 2.wav,DblReed 2,"Reed instrument, which has a bright, reedy timbre and a sustained, non-percussive envelope."
715,787,DX7_YAMAHA/VRC Voice ROMs/vrc111b/5_Flutos  5.wav,Flutos  5,"Flute, which has a clear, airy timbre with a soft attack and a smooth, sustained decay."
716,788,DX7_YAMAHA/VRC Voice ROMs/vrc111b/6_OB Geni 2.wav,OB Geni 2,"Analog synth, which has a bright, rich timbre with a gentle attack and a long, smooth release."
717,791,DX7_YAMAHA/VRC Voice ROMs/vrc111b/9_Chellezt1.wav,Chellezt1,"Pizzicato cello, which has a bright, resonant timbre with a sharp, percussive attack and a rapid decay."
718,792,DX7_YAMAHA/VRC Voice ROMs/vrc111b/10_AgiFunki1.wav,AgiFunki1,"Electronic keyboard, which has a bright, resonant timbre with a gentle attack and long sustain, creating a sustained, pad-like quality."
719,793,DX7_YAMAHA/VRC Voice ROMs/vrc111b/11_AgiStop 1.wav,AgiStop 1,"Plucked string instrument, which features a sharp, percussive attack followed by a relatively short, clear decay."
720,794,DX7_YAMAHA/VRC Voice ROMs/vrc111b/12_StrEnsmbl.wav,StrEnsmbl,"String ensemble, which possesses a warm, sustained timbre with a slow attack and a long decay."
721,796,DX7_YAMAHA/VRC Voice ROMs/vrc111b/14_StrSweep .wav,StrSweep ,"String pad, which features a rich, sustained timbre with a slow attack and a prominent, continuous filter sweep that creates an evolving brightness."
722,798,DX7_YAMAHA/VRC Voice ROMs/vrc111b/16_Digi Pad .wav,Digi Pad ,"Pad, which features a rich, shimmering timbre that slowly swells and sustains, creating an ethereal and evolving atmosphere."
723,799,DX7_YAMAHA/VRC Voice ROMs/vrc111b/17_Pad 16 Ft.wav,Pad 16 Ft,"Pad sound, which possesses a rich, evolving timbre that is both warm and deep, characterized by a gradual attack and a very long, lingering release."
724,800,DX7_YAMAHA/VRC Voice ROMs/vrc111b/18_Brs 16Ft3.wav,Brs 16Ft3,"Brass instrument, which has a warm, full timbre with a slow attack and a long, sustained decay."
725,801,DX7_YAMAHA/VRC Voice ROMs/vrc111b/19_Brs 16Ft4.wav,Brs 16Ft4,"Brass, it has a full, resonant timbre with a quick attack and a sustained release."
726,803,DX7_YAMAHA/VRC Voice ROMs/vrc111b/21_Ensemble2.wav,Ensemble2,"Ensemble pad, which possesses a warm, layered timbre with a slow, swelling attack and a long, smooth sustain and release."
727,806,DX7_YAMAHA/VRC Voice ROMs/vrc111b/24_PdlSweep1.wav,PdlSweep1,"Pad, which has a rich, evolving timbre with a slow attack and a prominent filter sweep that creates a dynamic and airy texture."
728,807,DX7_YAMAHA/VRC Voice ROMs/vrc111b/25_PdlSweep2.wav,PdlSweep2,"Electronic pad, which features a prominent filter sweep that transitions from a bright, resonant timbre to a darker, more muted quality, creating an evolving and sustained sound."
729,808,DX7_YAMAHA/VRC Voice ROMs/vrc111b/26_BetMeHrDr.wav,BetMeHrDr,"Drum, which features a bright, metallic timbre and a very short, punchy envelope."
730,809,DX7_YAMAHA/VRC Voice ROMs/vrc111b/27_BetMeHrDr.wav,BetMeHrDr,"Electronic bass, which features a low-pitched, resonant timbre with a sharp attack and a very rapid decay, creating a punchy and percussive effect."
731,810,DX7_YAMAHA/VRC Voice ROMs/vrc111b/28_DesrtSean.wav,DesrtSean,"Atmospheric drone, which features a hollow, resonant timbre that gradually swells in and out with a pronounced, wide-ranging pitch sweep."
732,811,DX7_YAMAHA/VRC Voice ROMs/vrc111b/29_Vrbration.wav,Vrbration,"Plucked string, which exhibits a clear, bright timbre with a rapid attack and a short, resonant decay."
733,813,DX7_YAMAHA/VRC Voice ROMs/vrc111b/31_LaserFall.wav,LaserFall,"Electronic sound effect, which has a bright, metallic timbre characterized by a distinct downward pitch sweep and a sharp, rapid decay."
734,815,DX7_YAMAHA/VRC Voice ROMs/vrc110a/1_ElecGrand.wav,ElecGrand,"Electric piano, which features a bright and clear timbre with a moderate sustain and a relatively quick decay."
735,816,DX7_YAMAHA/VRC Voice ROMs/vrc110a/2_EP DlyStr.wav,EP DlyStr,"Electric piano, it has a clean, bell-like timbre with a moderate attack and a decaying envelope that is extended by a noticeable delay effect."
736,818,DX7_YAMAHA/VRC Voice ROMs/vrc110a/4_KC Tynot .wav,KC Tynot ,"Digital bell, which has a bright, clear timbre with a fast, percussive attack and a resonant, sustained decay."
737,819,DX7_YAMAHA/VRC Voice ROMs/vrc110a/5_KC Ovrkil.wav,KC Ovrkil,"Digital keyboard, which features a bright, metallic attack that transitions into a gritty, sustained timbre with a gradual decay."
738,820,DX7_YAMAHA/VRC Voice ROMs/vrc110a/6_EpSqurMel.wav,EpSqurMel,"Electric piano, which has a warm, slightly bell-like timbre and a gentle attack with a long, smooth decay."
739,821,DX7_YAMAHA/VRC Voice ROMs/vrc110a/7_WurliChrs.wav,WurliChrs,"electric piano, which has a warm and mellow timbre with a gentle, wavering modulation, and an envelope featuring a moderate attack and a decaying sustain."
740,822,DX7_YAMAHA/VRC Voice ROMs/vrc110a/8_EP.Dstrt .wav,EP.Dstrt ,"Electric piano, which has a heavily distorted and gritty timbre with a long sustain and a natural decay."
741,823,DX7_YAMAHA/VRC Voice ROMs/vrc110a/9_BsEPiano8.wav,BsEPiano8,"Electric piano, which has a clear, bell-like timbre with a relatively fast attack and a moderate, natural decay."
